energy_keV,f1_e_atom,f2_e_atom,mu_rho_pe_cm2_g,sigma_rho_cm2_g,mu_rho_tot_cm2_g,mu_rho_K_cm2_g,lambda_nm
170.1159,2.0,2.0011e-08,1.2366e-06,0.1224,0.1224,1.237e-06,0.007287999999999999
181.8539,2.0,1.7232000000000002e-08,9.9608e-07,0.11937,0.11937,9.961e-07,0.006818
194.4018,2.0,1.4854e-08,8.0321e-07,0.11640999999999999,0.11640999999999999,8.031999999999999e-07,0.006378
207.8156,2.0,1.2818000000000001e-08,6.483899999999999e-07,0.11352999999999999,0.11352999999999999,6.484e-07,0.005966
222.1548,2.0,1.1073e-08,5.239800000000001e-07,0.11070999999999999,0.11070999999999999,5.24e-07,0.005581
237.4835,2.0,9.5771e-09,4.2393e-07,0.10797000000000001,0.10797000000000001,4.2390000000000003e-07,0.005221
253.8699,2.0,8.2925e-09,3.4337e-07,0.10530999999999999,0.10530999999999999,3.434e-07,0.004884
271.3869,2.0,7.1887e-09,2.7846e-07,0.10273,0.10273,2.785e-07,0.004569
290.1126,2.0,6.2394e-09,2.2608e-07,0.10023,0.10023,2.261e-07,0.004274
310.1304,2.0,5.422100000000001e-09,1.8379e-07,0.097822,0.097822,1.838e-07,0.003998
331.5294,2.0,4.7179e-09,1.4959e-07,0.095498,0.095498,1.4960000000000002e-07,0.00374
354.4049,2.0,4.1103e-09,1.2192e-07,0.093262,0.093262,1.219e-07,0.003498
378.8588,2.0,3.5857e-09,9.949299999999999e-08,0.091115,0.091115,9.949e-08,0.003273
405.0001,2.0,3.1323e-09,8.130100000000001e-08,0.089056,0.089056,8.130000000000001e-08,0.003061
432.9451,2.0,2.7399e-09,6.6526e-08,0.087088,0.087088,6.653e-08,0.0028640000000000002
